"account","priority_band","tier","current_repo_count","current_source","fact_status","query_id","query_label","purpose","query","google_url"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","(""Hyundai Motor America"" OR ""Hyundai"") (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","(""Hyundai Motor America"" OR ""Hyundai"") (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov (""Hyundai Motor America"" OR ""Hyundai"") (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","(""Hyundai Motor America"" OR ""Hyundai"") (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","(""Hyundai Motor America"" OR ""Hyundai"") (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"Hyundai Motor America","D","Tier 3","5","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","(""Hyundai Motor America"" OR ""Hyundai"") (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=(%22Hyundai%20Motor%20America%22%20OR%20%22Hyundai%22)%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"John Deere","D","Tier 3","60+","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","""John Deere"" (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=%22John%20Deere%22%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"John Deere","D","Tier 3","60+","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","""John Deere"" (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=%22John%20Deere%22%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"John Deere","D","Tier 3","60+","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov ""John Deere"" (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20%22John%20Deere%22%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"John Deere","D","Tier 3","60+","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","""John Deere"" (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=%22John%20Deere%22%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"John Deere","D","Tier 3","60+","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","""John Deere"" (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=%22John%20Deere%22%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"John Deere","D","Tier 3","60+","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","""John Deere"" (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=%22John%20Deere%22%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","(""Kenco Logistics Services"" OR ""Kenco"") (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","(""Kenco Logistics Services"" OR ""Kenco"") (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov (""Kenco Logistics Services"" OR ""Kenco"") (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","(""Kenco Logistics Services"" OR ""Kenco"") (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","(""Kenco Logistics Services"" OR ""Kenco"") (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"Kenco Logistics Services","D","Tier 3","100+","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","(""Kenco Logistics Services"" OR ""Kenco"") (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=(%22Kenco%20Logistics%20Services%22%20OR%20%22Kenco%22)%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","""Barnes & Noble"" (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=%22Barnes%20%26%20Noble%22%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","""Barnes & Noble"" (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=%22Barnes%20%26%20Noble%22%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov ""Barnes & Noble"" (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20%22Barnes%20%26%20Noble%22%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","""Barnes & Noble"" (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=%22Barnes%20%26%20Noble%22%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","""Barnes & Noble"" (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=%22Barnes%20%26%20Noble%22%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"Barnes & Noble","D","Tier 3","8","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","""Barnes & Noble"" (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=%22Barnes%20%26%20Noble%22%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","""FedEx"" (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=%22FedEx%22%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","""FedEx"" (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=%22FedEx%22%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov ""FedEx"" (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20%22FedEx%22%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","""FedEx"" (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=%22FedEx%22%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","""FedEx"" (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=%22FedEx%22%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"FedEx","D","Tier 3","5,000+","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","""FedEx"" (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=%22FedEx%22%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","(""AB InBev"" OR ""Anheuser-Busch InBev"") (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","(""AB InBev"" OR ""Anheuser-Busch InBev"") (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov (""AB InBev"" OR ""Anheuser-Busch InBev"") (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","(""AB InBev"" OR ""Anheuser-Busch InBev"") (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","(""AB InBev"" OR ""Anheuser-Busch InBev"") (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"AB InBev","Flagship","Flagship","100+","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","(""AB InBev"" OR ""Anheuser-Busch InBev"") (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=(%22AB%20InBev%22%20OR%20%22Anheuser-Busch%20InBev%22)%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","official-footprint","Official Footprint","Find the company's published network, locations, or footprint page.","(""Coca-Cola"" OR ""The Coca-Cola Company"") (locations OR footprint OR network) (manufacturing OR plant OR warehouse OR ""distribution center"")","https://www.google.com/search?q=(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(locations%20OR%20footprint%20OR%20network)%20(manufacturing%20OR%20plant%20OR%20warehouse%20OR%20%22distribution%20center%22)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","annual-report","Annual Report / IR","Find investor-facing language that discloses facility totals or regional footprint.","(""Coca-Cola"" OR ""The Coca-Cola Company"") (""annual report"" OR investor OR ""10-K"") (facilities OR plants OR warehouses OR ""distribution centers"")","https://www.google.com/search?q=(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(%22annual%20report%22%20OR%20investor%20OR%20%2210-K%22)%20(facilities%20OR%20plants%20OR%20warehouses%20OR%20%22distribution%20centers%22)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","sec-filings","SEC Filings","Cross-check formal public filings when company marketing pages are vague.","site:sec.gov (""Coca-Cola"" OR ""The Coca-Cola Company"") (""10-K"" OR ""annual report"") (facilities OR plants OR warehouse OR logistics)","https://www.google.com/search?q=site%3Asec.gov%20(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(%2210-K%22%20OR%20%22annual%20report%22)%20(facilities%20OR%20plants%20OR%20warehouse%20OR%20logistics)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","north-america-network","North America Network","Separate global footprint claims from the network Casey is actually selling into.","(""Coca-Cola"" OR ""The Coca-Cola Company"") (""North America"" OR USA OR US) (manufacturing OR distribution OR logistics) (facilities OR plants OR DCs OR warehouses)","https://www.google.com/search?q=(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(%22North%20America%22%20OR%20USA%20OR%20US)%20(manufacturing%20OR%20distribution%20OR%20logistics)%20(facilities%20OR%20plants%20OR%20DCs%20OR%20warehouses)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","expansion-history","Expansion History","Catch openings, expansions, and new DC announcements that imply current footprint scale.","(""Coca-Cola"" OR ""The Coca-Cola Company"") (""distribution center"" OR plant OR warehouse) (opened OR expansion OR footprint OR network)","https://www.google.com/search?q=(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(%22distribution%20center%22%20OR%20plant%20OR%20warehouse)%20(opened%20OR%20expansion%20OR%20footprint%20OR%20network)"
"Coca-Cola","Flagship","Flagship","70+","accounts-json","missing","operations-footprint","Operations Footprint","Find supply-chain and operations interviews that mention site counts and operating model.","(""Coca-Cola"" OR ""The Coca-Cola Company"") (""supply chain"" OR operations OR manufacturing OR logistics) (footprint OR facilities OR plants OR network)","https://www.google.com/search?q=(%22Coca-Cola%22%20OR%20%22The%20Coca-Cola%20Company%22)%20(%22supply%20chain%22%20OR%20operations%20OR%20manufacturing%20OR%20logistics)%20(footprint%20OR%20facilities%20OR%20plants%20OR%20network)"
